case,observed,switch_step,a_pos,c_pos,a_neg,c_neg,a_global,c_global,pre_matched,pre_lagged,pre_wrong,pre_global,transition_matched,transition_lagged,transition_wrong,transition_global,post_matched,post_lagged,post_wrong,post_global
coherent_switch,16,1428,0.21757533387390868,0.7824137880226968,-0.2951741056901338,-0.7048349047810674,404.3346004636016,-404.3157905411296,0.006988643048705832,0.006988643048705832,1.9886091314397334,4.522659383605585,0.24225153372133662,1.4685854478878506,1.9821320340402293,136.2770891524113,0.004671990771093112,0.004671990771093112,2.0080521835329477,3.6960082527788507
fragmented_switch,16,1442,0.21757533387390868,0.7824137880226968,-0.2951741056901338,-0.7048349047810674,404.3346004636016,-404.3157905411296,0.021090833106102852,0.021090833106102852,1.949534194001428,24.215090204703795,1.0383855689842219,1.1194816793600961,1.1746123358937695,173.4495606285659,0.9454943187591227,1.0447942589241477,1.1416709306857846,71.36007117988885
