observed,transition_matched,transition_lagged,transition_wrong,transition_global,post_matched,post_lagged
4,0.31138963463587654,1.4789459338704787,1.9907164197668579,50.8369210498378,0.006203132859569527,0.006203132859569527
8,0.29138805875880014,1.4764316776237605,1.9864660827073704,13.633311733248204,0.005728046838624338,0.005728046838624338
16,0.24225153372133662,1.4685854478878506,1.9821320340402293,136.2770891524113,0.004671990771093112,0.004671990771093112
24,0.1913066232588804,1.4605503452053565,1.9773315058397616,135.25144865627104,0.003616295831582895,0.003616295831582895
32,0.15370244881812856,1.4528414788737072,1.980205828876447,115.72497752801169,0.0029555994746677493,0.0029555994746677493
