t,m,b,sector,coherence,fragmentation,matched_decoder,wrong_decoder,lag_decoder,matched_error,wrong_error,lag_error
20.0,0.9984286159215613,0.9986433552421932,1.0,1.0,0.0,0.9995251743347676,-0.3004748256652324,0.9995251743347676,0.0010965584132063277,1.2989034415867937,0.0010965584132063277
21.0,0.9984679568280518,0.9986950291044234,1.0,1.0,0.0,0.9995432601865482,-0.3004567398134519,0.9995432601865482,0.0010753033584963712,1.2989246966415036,0.0010753033584963712
22.0,0.9986247061421964,0.9986477497525024,1.0,1.0,0.0,0.9995267124133759,-0.30047328758662417,0.9995267124133759,0.000902006271179423,1.2990979937288207,0.000902006271179423
23.0,0.998642300085369,0.9987609422274509,1.0,1.0,0.0,0.9995663297796078,-0.30043367022039213,0.9995663297796078,0.0009240296942387705,1.2990759703057613,0.0009240296942387705
24.0,0.9985440259253842,0.9986826485283227,1.0,1.0,0.0,0.999538926984913,-0.30046107301508707,0.999538926984913,0.0009949010595288188,1.2990050989404711,0.0009949010595288188
25.0,0.9984205340356529,0.9986811911954487,1.0,1.0,0.0,0.9995384169184071,-0.300461583081593,0.9995384169184071,0.001117882882754162,1.298882117117246,0.001117882882754162
26.0,0.9984341006690012,0.9985326615875929,1.0,1.0,0.0,0.9994864315556575,-0.3005135684443425,0.9994864315556575,0.0010523308866563497,1.2989476691133437,0.0010523308866563497
27.0,0.9984641983129854,0.9983957497456303,1.0,1.0,0.0,0.9994385124109706,-0.30056148758902945,0.9994385124109706,0.0009743140979852072,1.2990256859020148,0.0009743140979852072
28.0,0.9986338010985281,0.9986091266889134,1.0,1.0,0.0,0.9995131943411197,-0.3004868056588803,0.9995131943411197,0.0008793932425916751,1.2991206067574084,0.0008793932425916751
29.0,0.9986000334698069,0.9987731872558592,1.0,1.0,0.0,0.9995706155395507,-0.3004293844604493,0.9995706155395507,0.000970582069743875,1.2990294179302562,0.000970582069743875
30.0,0.998554966113672,0.9988221155200623,1.0,1.0,0.0,0.9995877404320218,-0.30041225956797823,0.9995877404320218,0.001032774318349805,1.2989672256816502,0.001032774318349805
31.0,0.9986554630065543,0.9990591803816233,1.0,1.0,0.0,0.9996707131335681,-0.3003292868664319,0.9996707131335681,0.001015250127013867,1.2989847498729863,0.001015250127013867
32.0,0.9986718225909313,0.9989890881523463,1.0,1.0,0.0,0.9996461808533212,-0.3003538191466789,0.9996461808533212,0.0009743582623898961,1.2990256417376103,0.0009743582623898961
33.0,0.9985757804241698,0.9987281916445205,1.0,1.0,0.0,0.9995548670755822,-0.3004451329244179,0.9995548670755822,0.0009790866514123309,1.2990209133485877,0.0009790866514123309
34.0,0.998639740131011,0.9989810483379411,1.0,1.0,0.0,0.9996433669182794,-0.30035663308172067,0.9996433669182794,0.0010036267872683968,1.2989963732127316,0.0010036267872683968
35.0,0.9986036595056265,0.9986844606249544,1.0,1.0,0.0,0.999539561218734,-0.30046043878126594,0.999539561218734,0.0009359017131075342,1.2990640982868924,0.0009359017131075342
36.0,0.9985368916556014,0.9987943478532795,1.0,1.0,0.0,0.9995780217486478,-0.3004219782513522,0.9995780217486478,0.0010411300930464051,1.2989588699069536,0.0010411300930464051
37.0,0.9986404992995467,0.9990697919891228,1.0,1.0,0.0,0.999674427196193,-0.3003255728038071,0.999674427196193,0.0010339278966463583,1.2989660721033538,0.0010339278966463583
38.0,0.9985921749582454,0.9988962834844731,1.0,1.0,0.0,0.9996136992195656,-0.3003863007804345,0.9996136992195656,0.0010215242613201836,1.29897847573868,0.0010215242613201836
39.0,0.9986451103269002,0.999178118220063,1.0,1.0,0.0,0.999712341377022,-0.300287658622978,0.999712341377022,0.001067231050121853,1.2989327689498782,0.001067231050121853
40.0,0.9987560184711876,0.9992555496679006,1.0,1.0,0.0,0.9997394423837652,-0.3002605576162348,0.9997394423837652,0.0009834239125776634,1.2990165760874224,0.0009834239125776634
41.0,0.9987028326897571,0.9993012490323612,1.0,1.0,0.0,0.9997554371613264,-0.3002445628386736,0.9997554371613264,0.0010526044715692962,1.2989473955284307,0.0010526044715692962
42.0,0.9986797638781229,0.9988870423363145,1.0,1.0,0.0,0.9996104648177101,-0.30038953518228995,0.9996104648177101,0.0009307009395872479,1.2990692990604127,0.0009307009395872479
